filename,predicted_label
722e3f7e2b5a4e6d9fd679851dcfe9dc.png,Transformationen
7ee3537b30844e03865baa29a35c33a1.jpeg,Transformationen
743189b99da24bb38ebfc23e5b00d8ee.png,Data Mart
0b9736e2ea9e48ac8f2d8d96308a209e.jpeg,Datenvorschau
dcd76e496a89487688349f4c00ccdce9.png,Query
642a356619604db083f5686fe1cdca9c.jpeg,Query
b67b3730235a4375ac096dcc0c8de7e6.jpeg,Datenvorschau
4ec18bcca5114140882841b0110df9af.png,Datenvorschau
f28d768569954650b3ad900050c3afa0.jpeg,Query
7061dea6e87e4eb5b8e610e5744edd1e.png,Excel
32d904bd47294c5aa1f382dc28b0454f.png,Excel
816362471fd848ed9f5d91bacb4fa012.png,Query
eb943a6bbcc44601a07d8348ace96904.png,Datenvorschau
1961d11d618145c38704b8146cf9426d.jpeg,Composite Provider
0aac187d40234c4c89ec0bab8db82d14.png,DTP
b660372692154220b5e7fe5e3ef16f34.png,Query
30f8538bdc0940c2a389198c2442b71a.png,BW4Cockpit (Stammdaten)
f734256c8dc1404588afad076917b88e.png,Query
f6ba7511c34f4f94b99716d9f9721e8a.jpeg,Query
2a37bc960eb345dc86bd97f438125c3f.png,DTP
2e33128adb34418e93a15c1f535c920a.jpeg,Datenvorschau
ce720f400f214d0486750ea9fbe60ca4.png,BW4Cockpit (Stammdaten)
b504dc21a12748798cc67ae6c4a244b8.png,Excel
5f464aac8ecb4670a5c6b73c917b3109.jpeg,ABAP Dictionary
76d4dad51aa242688d36b251457f3c6a.png,Excel
534028b4b01f4315a5069722309dbf85.png,Data Flow Object
bd1307c5777442d6ab106c4aa8ffe1ea.png,Transformationen
d8d81cf0f05e4319b19ccfa6e6151ae4.png,Bewegungsdaten
f6eaef9c03a14703acef38f8f4407945.png,Data Source
6773c687247f4ddfa12fb50e55ab84f2.png,Excel
4173034c0f2543b5a36e4a9641712d37.png,Query
adc793bbced040fa95556a61cb3c5487.png,BW4Cockpit (Stammdaten)
e84da174cecc4c19a62193460d3e9b17.png,Transformationen
83e92bb5d108442abec846dc29820748.jpeg,DTP
391ab9c6bb554849859de3e84bbd2a21.png,Query
176b47ceac874636bd39094f3e350568.jpeg,Excel
65a4f265dd734cdfb9882803b752ed18.jpeg,Datenvorschau
d8916d39d97744458b9560a80b922358.png,Datenvorschau
5d09b501d88e4c058543463578184e3a.png,Query
7d8008c07a2a4aec83ce0b66bb9e031b.png,Data Store Object
42cd5378484c4d29aa1503eb62f3b949.png,DTP
1e52040ef5144cc99665f638d07ede05.png,Query
9cb9e2c625e74e99bffd06cffca1d1b5.png,Bewegungsdaten
bf16b39e16c24aa7a8a4af2c2017f65e.png,Query
4eb5e4f411a84160b3f3c689944d6779.png,Query
5821650e3862493f893dd935f0358555.jpeg,Excel
3ce15ebe31544fbda4890264381b5a66.png,Query
77a172bcba494d6bba775171f3cb5ccd.png,Transformationen
52a82f65fad74c5590b3092a2d0a3fa9.png,Query
65df6241ad1f497bbd3738735f606587.png,Datenvorschau
7ceb8a780acd4a2cac17f60566d3baf8.png,Query
7b72ef25d8804a68a9dc6dd3a74ab692.png,Data Source
80d829caa1c849b684850571c6a2ffec.png,DTP
be75fac4dc784ef3aabc59d1a8fc48ad.png,Bewegungsdaten
01f44f44f0be4eec99eaf86f508079c5.png,Query
f9addad187e54273a757a4c4e2cb5028.png,ABAP Dictionary
da08dbd91c2f49deaca6f2ef7a6c795e.png,Data Flow Object
3de61ed74f09406380c11817516dd75f.png,Transformationen
67fd2b756c9f47538c25e04cd1e52f01.png,Data Flow Object
117f3cb22a2949efa1fa5c8be9bdc4e4.png,Query
a25df186c93a42df8769d6870dd607be.png,Datenvorschau
990bca7c27f7413987e97070543244d1.png,BW4Cockpit (Stammdaten)
07241ea7ff2343859e985628d7598046.jpeg,Query
aa5a4d6bdabd46a18bf518009109bf25.png,Transformationen
6773897db4ac4cc3b6eb5bc8cb33efa8.png,Query
8273b849c7284267925706ca58117527.png,Data Source
363b1e12f7de4ef5aaea360fb5f7183c.png,Transformationen
150557ece4214747a1d81883bcd77ff3.jpeg,Query
92f770e1d64742239cfad12414b5ce38.png,Data Mart
2bb134c1c8be458b8911cbc4a2908084.png,DTP
114bf18f6b9b43eaaaa039a9d7987748.png,Datenvorschau
4ac174d9aa89407eb721ca92c61bbf42.png,Query
44aabb88018a42018255e6734edf3dc9.jpeg,Query
9b47d493534a448caa62fba4828a1ec5.jpeg,Datenvorschau
8c744e7f034f4e49b9ed7ff033969e25.png,Data Mart
b415558e97904f9aa4ce88177f5a1e23.png,Query
9b4c2d8c4a554c7195d83e0775e76d8f.png,Query
446ca7b449034f87a4069f8b143e8677.png,Query
675f4dc96fbb4c0d826575dce9549f04.png,DTP
1063802066d9436084b9d5b31e391e3b.png,Datenvorschau
7c56a144a9df43d29ac21af273fb92c7.png,Data Source
9a3cc281bc7b4e40876056a1f3629c04.png,DTP
7767e07a542547d0ba574e652718d81f.jpeg,Query
cc2400d7bab84b7d99445b3f64896ef8.jpeg,Transformationen
0a81dea7401c487c8d58410c03911cb2.png,Query
d393480821c34f38a660df8686beafe5.png,Data Flow Object
9b1a7d6598004f0e9a31120c57ca8557.png,Query
24eb3f96514847cc95c16034853437f3.jpeg,Data Source
29ae318cb9604258899d1a71389bffdc.png,Transformationen
da49f666284942a5b87e9f89f7fe62b4.jpeg,DTP
f9384e2e729f4fddb12b3235c6e8b2bd.png,Data Source
8bd05cad354c4568847c983b37b1a650.jpeg,Bewegungsdaten
f3c0996b40ff49da8ff54c8d6610e35a.png,Transformationen
c06a879838ad46509ca41965562939b3.jpeg,Query
1e9a5901bf81461eb375b5d6f8debbe6.png,Query
ebe9dc86860b42bb82caf4d273665bd8.png,Data Source
71ad412cf5af4e25971d85a50b8e6507.png,DTP
969eb6bdc2c945a291f0dac4b9b675a4.png,Excel
c685a9c525474b54ba1456cdbb1cae04.png,Bewegungsdaten
2339800cc6e74c8db57122a68b108ff4.png,Query
872455d80ba946999cc0c1799bccfa19.jpeg,Query
2885305545e1489d93c59359064fc805.jpeg,Excel
20bf6e6eeab94f5d9a98f1939455eff7.jpeg,Query
323579fc5b7141b5b73534fb3c03690b.png,Excel
3d5d9a2c348b44e89059088abc9d8ab8.png,DTP
762bc553ed93470d942e445b657b3bc9.png,Datenvorschau
6eb536975daf4631b1b39eac17b85183.png,Data Flow Object
1b92b063aec649ef87029d3d0e01f94d.jpeg,Query
eadeeb32c7c14e34b7cfb0a9b57affa5.jpeg,Query
847a12bcd88a44eca28f256c6ad411de.png,Query
700759c5324b4cfeac1ea8e15cbded81.png,BW4Cockpit (Stammdaten)
1bed6fdc92ab4eda9a8110d5111a0d8d.jpeg,Transformationen
1c2b9f450f4047248588af7599177679.png,Data Flow Object
7886dd85679f42afb49c754c50b5a0ca.png,DTP
95750a77509a40acb4ef39abdb4e2e23.png,Excel
4ebd13751ea948219511cac163f383ad.png,Transformationen
4a0388850f7d4a319daaa43a319012ae.jpeg,Datenvorschau
9677a623d6ec40dcbc3e5c45790e8cfb.png,DTP
7b305b53a2f442c1b2014905db199e22.png,Composite Provider
3205689a26264b50a7d8da035aafde39.jpeg,Query
0c2b2353c7f24fa1ae872ea3f4c2765a.jpeg,Data Source
445cbb55b5e54b509289289b23ce508d.png,Transformationen
0c12edffb8c24c499829ab37dba8554b.png,Datenvorschau
23252756c7184df4a1d1d90e03d287b5.jpeg,Query
9c8f92da2d2f4144becc1528677bd52f.png,Transformationen
3bf6cf33394f42eb9936dc0b6cdb754f.png,DTP
efd5eb5d3b154454baffc4e5e5e23bec.png,Data Source
dac73578fdc34c3585591ba311010254.png,Datenvorschau
f4d0f94a2b36426ab6a0914cce7a95a2.jpeg,ABAP Dictionary
ce3b900967514a85b50b3ce574fabd0b.jpeg,Datenvorschau
94145bb347c840c89c703df5907265ee.jpeg,ABAP Dictionary
001e80166ed44602808dc75c92d81d3e.jpeg,Excel
e9a3aceb71b040f8a7c166f7d5c209e8.png,Datenvorschau
152f2814a2c145fb9355d848f197f7ed.png,Data Mart
5554dcef474a4e7ea162c28b179eebc8.png,DTP
81f60a270bd843e1ad416dfbda294841.png,Datenvorschau
4fc1b297247a43fa8bf2ed3cb4d3224b.png,Data Flow Object
433c67f8ba6347a3a80f6257766a8fc5.png,Data Source
c560ccb66f3f4563b4a119cc594c14cf.jpeg,Data Mart
02cb392004bd4a18802dc3d7ecbed824.png,Datenvorschau
8a3e520c294e4aa1bb550da0fc698f65.png,Query
32a43c558a674dc39ca40be7647ebda4.png,Datenvorschau
0eaee88b96174a75a73d9a60f1b0d7b0.png,Query
a8efe4c06f6646d0901290afe799e702.png,Query
3b7a488b7a87420e87c4421b33e86436.png,Query
3cfc2f18c9c147f5a28f2f5211cc5515.png,Data Source
0b28f965fbdc470ea154442de067f792.png,Query
9eb5cda1a47a4f359369a8cc6ad618b4.png,Data Source
a3b905bdf8b941629891c651488c6ffa.png,DTP
1215e5f4dc0e4b70a70c4196f2500adc.png,Data Flow Object
de7f961131174546874d14e358109617.jpeg,Data Source
1d623eff7d434d99bf7ec26047bd700a.png,ABAP Dictionary
72ee22d25cdc4e6c86f9c52c926d085a.jpeg,Data Source
93eac3795a264c549fa6531c99a3aae9.jpeg,DTP
2a9fb1ed563a4c77924b7d5d5cae6bd0.jpeg,BW4Cockpit (Stammdaten)
4d20f8f55b0944c8a7e2a3b74a40a1d4.png,Query
4270f7b69de845dfa83b11a89484d00f.png,Data Source
5fe89f609c9541ec9cd647492cd3e1b2.png,Query
0f5506761d904b20b4ba59fea489dd47.png,DTP
0042c7e49bb143ca9b50b3d6336c003b.png,Excel
c5b40beb5be44f879660cc0307366779.jpeg,Datenvorschau
9a434f201ca14424a3c138c223fb2375.png,Transformationen
4b1e3badc3f04576addfc7bf52685331.png,Data Mart
2fe3d6f9b354400693c4f7de1d197be1.jpeg,Data Flow Object
303eff5ca8eb4843a6f4389658bfd6d5.jpeg,ABAP Dictionary
0a22ca8076ba4418b7784072124cbb1f.png,BW4Cockpit (Stammdaten)
966a0f81713c480c9b9ce957cc284e37.png,Query
14f4b7c454b34fcdb7f15d684b6188ae.png,BW4Cockpit (Stammdaten)
0be84f7a303d4c9a93c67fa67821ae28.png,DTP
37c9e874cd6740c8a3fbdfdae6199290.jpeg,Query
b5c9302696d344a9af0e7d7492d8da80.png,Query
d9163d003e104be19925d8963bc405a7.png,DTP
ea9927e70926493984a7c83b5f243b77.png,Datenvorschau
ea3df42cea4043a0bf5165f98acd4b17.png,Composite Provider
5c76951160b944a796f1b3d65be1c62c.png,Query
0ef2c4dcc2ea4ee1a53d385a9e1a03b6.png,ABAP Dictionary
abce8371adda4102b957350f9db0acce.png,DTP
fa445665790b4f19b56022e2fe999673.jpeg,Query
e2ffe6fac330483aaedc4216b3144aeb.jpeg,BW4Cockpit (Stammdaten)
e2bcd112e06e417c94544865278c646a.png,Data Source
eba41b21e00e488499365a710963551c.png,Query
1d756ebfe7574b2fa52131479c670423.png,Query
dc9a3a29c886461b94252f83b5604c03.png,Query
de281b58e2ef4279a8ac0dd247144b48.jpeg,Datenvorschau
876c5c540e5a43d3b498d808af507b6d.png,Query
b1924c9ae1f74d07a4fb05bd2bc816fc.png,ABAP Dictionary
d8c57a207e674b82bf3639e5a4d7192c.jpeg,Data Source
24f98397d6ad4782b2cc93366f5100b7.png,ABAP Dictionary
07d3145ef3ee4e4c89fd97be8d4dbd41.png,Datenvorschau
9904fd1c56e0453d8cbe4d393c9efdf1.png,DTP
9d3e7e97c5f14960b5e7f8e81c0de092.png,Bewegungsdaten
6ad587d9091a466eb6327c8b23af6036.png,Data Source
575a35a813164152b555c7c56503e1c8.png,Datenvorschau
37990ef91b3b4073944d9ab34cba0aa0.jpeg,ABAP Dictionary
07f46f2bdc164cfdbff753997a8cc5a1.png,Data Flow Object
e20fba8a716547af81fc8ee8d3e45d26.png,Data Mart
4f031447c7544e80b36c1d32d8ccd04b.png,DTP
78ede4ffcace4e32a636e9fdced382ca.jpeg,Data Mart
705bc30daf464b6b9fd37884fec580fd.jpeg,Query
8afc7852fc9a4c5c945bd665d064ec1a.png,Datenvorschau
49cd90d0487645a7b7e0cae052cdd44c.jpeg,ABAP Dictionary
e049adaf5dce42c784227a915d29cf59.png,ABAP Dictionary
771a8855c2b44ca19f3d461224cbdf21.png,BW4Cockpit (Stammdaten)
066f07ffa34747a6b0e66740d8d2fb88.png,Query
03b359fa5d3d48148433b6d78a2e3cfa.png,Excel
5ff0aea6a31149d8a626ccc16f3df4fb.jpeg,BW4Cockpit (Stammdaten)
c07198c3e84841318ad702f0f469b30c.jpeg,DTP
ed6148805b034223aa165e634ab5b378.png,Query
f6305ec052e7485296507a560053e1f2.png,Query
42439bdfd8624530abbe34304b2b9d86.jpeg,Query
0e2451902c854a43984ed5a6a7eff2fe.jpeg,Data Flow Object
7f52d87267884fed92840b30fdd19ec6.png,DTP
5480240399974cb3ae916f00e9ffb706.png,Query
3b8153e3767b428bb269193821671235.png,Query
5c27e254995e4b85a6580687c3fd0761.png,Excel
8a81b7d72e08440e9c7708c7decc4ef0.png,DTP
6f81b103e19e4c50a27204b157529823.png,Query
862a8f1b7f59441f9fbcdd794ecf7284.png,DTP
7708a2957f784ce69470fed1cf5fd743.png,Query
125b73abc030453995c08f94452781cd.png,Query
d14dac348ce44437b5bbf9e3ed7c7867.png,Bewegungsdaten
1b5d144aa3e146be88817fe88f548897.jpeg,Query
0d1c4a9080d248288fb425ef7fbe7a88.jpeg,ABAP Dictionary
bd968b39040849ad92ce23ace4eafd76.png,Query
5b70d65dc64f42f988fc27fc3e9e2651.jpeg,Query
3c461a667ed34cd29d6dd91455e00d78.jpeg,Excel
85746c5719e04e8998c460343b783525.png,Data Mart
7e05761e00a149dbb21527a4034b6881.png,BW4Cockpit (Stammdaten)
c49b4f5d9c634dd6a942d3cfa12d86bc.png,Data Source
9c1fa8b351274da2bbb290b7854f2a81.png,ABAP Dictionary
f4d7f238b3c64c6e8b18187c47658f16.png,Query
f8ccb0f6a93343d9bc5aee5d0f7271f1.png,Query
cdea39b803d249f48696378cec03ade8.jpeg,ABAP Dictionary
6379f84f367948e0b1638061af1eee98.png,DTP
ec2ee86969d94f158819beb6772cb84e.png,BW4Cockpit (Stammdaten)
fdc07a9fd6004ee692b7b74bd309f6c1.jpeg,Datenvorschau
341f05d2d1ba4a838e8cf8372475b996.jpeg,ABAP Dictionary
90d02d2b30644fcf8daf865cd78471f9.jpeg,Datenvorschau
aa06613c3a7642aca7c349e8a7643289.jpeg,Transformationen
072fff3bc7ae4586b533e94de5c2fdab.jpeg,Data Flow Object
8a14fdadba51433b863733bbf1d78c15.jpeg,Query
ac35261a3cf647058542b9f5c77fb4f3.png,Excel
7a9dd131acef4275af1048da18360b09.png,Data Mart
d118232d7f6c491988225e1d6f005473.jpeg,Query
ec3c5c2229fe44b8a96c26c55a860ad2.jpeg,Query
48315acf74914aa583fc0cf9dffe6532.png,Transformationen
50f95e0d70de40c6aec968ac09ef3b60.png,ABAP Dictionary
c80b3b3065a24844a26daa637fb4fbe4.png,Query
6f06843bdade42bba8783ab4c35b9b14.png,Datenvorschau
5bdc4f364a4e49fd85870ec86f0defea.png,Query
ea8db92f400d4b0893cc4af1fa02389e.png,Data Source
6e8e7592b50a490684304c14289276ea.png,DTP
12a71ba71417494fae82eeecdf4ff6b0.png,Datenvorschau
3d516f6d16424f8d93c37a58619f1b92.png,DTP
09a06e5cf05e4535b1ddfaf8b8c0a3f6.png,Data Flow Object
33e04cc49e954b718a086efd2080f0d3.jpeg,ABAP Dictionary
897b84782f36433f9f10668391c91834.png,Datenvorschau
2de3bee8e1a9487fa61107ea0769590d.png,Datenvorschau
88e98b5115a54880a6483c984424948f.png,DTP
c8ea9cfdebad4c5bbc7566804dcbed6f.png,ABAP Dictionary
a0158c61c3d74140bf3df27c23721de1.png,Excel
3982e2b23b434ba692f6dd5479f9f9fe.png,Data Source
6928006995b64423b34f96f2e26a3973.png,Query
1c75fb27a1c64798bd13b5a19e40f7ca.png,Excel
1e24fe017a0d4d77925c3115c2d0dca2.png,Data Source
b4fbf546fce94e7e9bd782c20dd1c64c.png,DTP
53c1d4936cbb47369738db8a7af5412c.jpeg,Transformationen
51b1b0642c0b4703b29e223d23fad2b3.png,Data Source
50cd6124719742a685a1994923b803c0.png,Excel
3519f39dce9a40028034a762526d30d8.png,Data Source
5f09bf11edf444c9bb297c3fc12c0652.png,Datenvorschau
0ed63a4082874beb8f715bab020930d6.png,DTP
218f46a3d7444576b88fb0197b73fa08.jpeg,Query
1cefca46f3aa444596e40e21abb2f191.png,Bewegungsdaten
b69ea08b68b9483c91981f7e862b7434.png,Excel
d21b0754488548c289839c18111913d9.png,DTP
56ec83bb7f644c2aba39b30710b1bae8.jpeg,DTP
a2b89a8a210a41428236c205cab37ec0.png,Datenvorschau
52c2b359d8fe4a428e825a0770fa4c4a.jpeg,ABAP Dictionary
7f60e986aeb24ed192d3f0b5066aac93.png,Datenvorschau
729aee01fddc48a48f1ced080ca80fc1.png,DTP
2fae9ebab93f436b82798f0428e85ffa.png,Bewegungsdaten
28a717fbf2f74fada522a1729e82eadb.png,DTP
ce6e5dd3b8374a86b6813fc618da553b.png,ABAP Dictionary
7459e19c2ea449bc9cad5491d1f4ee37.png,Data Flow Object
b0d7f67549d24bbb9b867a52351429f4.jpeg,Datenvorschau
127d05983d6b43f1937a33290ab96aa8.png,Datenvorschau
46d7e186cfdc4606beb2c0aa4b1a3cee.png,DTP
7028d5b5784642a0be6778df0e080524.png,Composite Provider
766fa394d7244040a817be660b1f2c51.png,Query
5a6006472f0a41019d9d0b2b4454ea9d.png,Data Mart
a39f71dbb0cf465fa2ddb731e4640247.png,Data Source
3f78aeb62d964499803cf9d293f1b208.png,Datenvorschau
345244b505e54f109f65e33c86f53a7a.png,Query
3353e6e726d5484c95a19ff8ffd41898.png,BW4Cockpit (Stammdaten)
9871430143c3455eb80369d9f8f4ba9e.png,Query
2f035d27690b438f83ee18b1a3131bda.jpeg,Datenvorschau
407db519c3724e4ab8d483e56c5592f6.jpeg,DTP
002f7cca46e7451797539bfc9520b39f.png,Datenvorschau
41de41f9cebb42f38f80e1dbbd410c1c.png,DTP
e6141dcbbd60481aa14500ae9e82b4d8.png,Query
77e303096bfa462c849571a59be645de.jpeg,DTP
3f23afdb15de42b1994729d2498b6441.png,Datenvorschau
12a612bbe913401387014ca90dadd441.png,Query
d6e8161a3aa44db8b16ead5695ca69f5.png,Query
aca1d8b21b7a4bae8b4d54efc8fe40f9.png,DTP
939ec68ecc3b49c2aea6937e020281dc.png,Query
022b206a1e7e4d3285a66da9bb5a9b13.jpeg,Excel
85afc7426ac8461cbe4ce44dc06f000d.png,BW4Cockpit (Stammdaten)
85bae567b14c4e0caf40d0ba9ce8f517.png,DTP
6d11872c9b9248b8b88faa838f2406c3.jpeg,Datenvorschau
4357fdbe825d45e3b2900fcf05acd19d.png,Query
4168bbf5d605495a8e6e16b630018caf.png,Query
1bf47c8c29f54c13a5b1b023fdff4c75.png,Datenvorschau
f5a0f29a33104a71a767ebf02a85265d.png,ABAP Dictionary
73a0a77565194ccc9b56d91b102a2fc8.png,Query
ca4aef1a538f4b2fab4a9157044d6ae5.png,Datenvorschau
37e98f444ec64d6d927cbca65607d557.png,DTP
960f4f87d1354409a473444e47e1a853.png,Query
ff59f9750cc64b07a8761baf2720c7ad.jpeg,Query
a28abd0b7711440cad272af6ea9682bc.png,Query
be58da4455294289875c9963dda64bdf.png,Data Flow Object
6ff3b6b1993745ed929cedbc979bd4c8.jpeg,Bewegungsdaten
0928b42df8c041afb406243f1d3b891f.png,Datenvorschau
22b3bfbb267b4ea6830f156af824894e.png,Data Flow Object
4a9a6f3ad9074e109149e585be5f06a1.png,Query
6b0c89aa3c3c49f5aa46fababdbfd993.png,BW4Cockpit (Stammdaten)
0a30beae20d94a5ab398b575556be570.jpeg,Datenvorschau
c8c604ff93c14cdbab8a642eda98ddfc.png,Bewegungsdaten
eaf4f44e670644c88a3fa175c868d24d.png,Excel
f4b7231f5aac475d804f093500532a16.png,Data Mart
8df423756e694048bc41032a70bfbe4a.png,DTP
908441e47afd4c52b35d9d6a1620a827.png,BW4Cockpit (Stammdaten)
ff25947a9bf045c3b4c878d1d4571dd0.jpeg,ABAP Dictionary
d1a70ee658b34691b610c1322278de42.png,Data Source
cdef731091814287b01ff8e7610d3bf7.jpeg,DTP
ba1ce19f334a416bb9e515ed5eff0cb3.jpeg,DTP
844843b363604d9d8eeeb83466229854.png,Data Source
5f22cc722b11476e816eec7eabf1729f.png,Datenvorschau
edc6f34dd4ce410b937aa9fc013dd988.jpeg,ABAP Dictionary
d342a83148734bfd90b928efc854256c.png,DTP
6312658feca746f6b17a94a5a06efd67.png,ABAP Dictionary
d6b51efdd0db4446aaccfe32ea7f15a2.png,Data Flow Object
2755acdc388d461581891fdb2735e7cc.png,Datenvorschau
6d1d7dd449eb4b09aee03b8e35f013b0.jpeg,Query
a804535d32c940e9b68f6bc101037768.png,Composite Provider
e1a47f220608471795a51a5cc5c8b7b6.jpeg,Data Source
e8678481cd5641779b9c61271f5163da.png,Composite Provider
25f4d1d2ad4f41578bd275919c8e1dc7.png,Query
f33c5440390b47a1b4e7bbc5320cdf03.jpeg,DTP
0ad90690bc5c44adb405f4cd26311c2e.jpeg,Data Source
ebc2d247b19b4c3896e8d29e13641511.png,DTP
6b948b8524b94ce78b4c9bf8c685987c.png,Query
13124d988bb845858c72cad857925e74.png,BW4Cockpit (Stammdaten)
2506dd06ff504a7aa9f678f87ac2b81c.png,Data Flow Object
da2e30c60c7e449c894f50cb8101e645.png,Data Flow Object
103bec9d88304d54bea759f7c272aaca.jpeg,Query
098ecb8baa7643bd8441a39c34aff480.png,Data Source
9fc3956d08d748e2b152bc66b367725b.png,Query
e6f6887232da4dec852e3efdedcc94cd.png,DTP
e8db71b1c42546498b15797acd2794be.png,Data Mart
d9b5dca6e6504d62a1b5813c8ca7b507.png,DTP
6c70ade13bb34c93a3bdadcc8f41cff3.png,DTP
36b3b0fc76244df1972ffd095a313e4a.png,ABAP Dictionary
6d9b52636acf48b5996a3b748ada291f.png,DTP
530bb3faba514f668701f3bea7296011.jpeg,Query
b8da221ce45642459e5f629952de5e19.png,DTP
6f07b7af600c41cdbceb0307d8efb94b.png,Data Flow Object
747382a885dc401bb5564052406dc1c9.png,ABAP Dictionary
d7d6c97fa8324df5836fc34cf76428dd.png,Query
45c8eb21e79442a48bdfaa176637ebb9.png,Query
9f90fac96b3341d8ab7feb9e5c21bb88.jpeg,Excel
f15f4411fff3437ca39219600ba53f56.jpeg,BW4Cockpit (Stammdaten)
05f0fa67e83d465c95816042a3adf33e.jpeg,Data Flow Object
1d80c467b7b84f64947db4002faffc68.png,Datenvorschau
d20ddfa85e1141758cd8eb5bcf4487db.png,Composite Provider
3166d2e042e1418baae40c346a9e4666.png,DTP
ab058bfd59ce458aaa116a54c46beef5.jpeg,Datenvorschau
a4d6929749b04be1924989d610ec784c.png,BW4Cockpit (Stammdaten)
a7dd1fca39084ccf82a623fc381c2708.png,Data Source
f487dff26c3f4acb97a49c4e3ce60888.jpeg,Bewegungsdaten
09f75d8d73b041808fa236029cab7614.png,Bewegungsdaten
adb414603e4f4d2b80de7d98749a80ec.jpeg,Datenvorschau
23578baac5e440669d66390bb9f4a830.jpeg,Composite Provider
15007e3e76ea4534aa0db1f8d1b9fea4.png,Datenvorschau
438178df41de4354b4cfaf66e793a935.png,ABAP Dictionary
83e4c1ae280c4db1896636dc6ba8fa32.png,Datenvorschau
ac1e2dab5ef6427ea4524f84b4e38776.jpeg,Data Mart
cd903b83ffab4a65a37d2e061df38baf.png,Data Flow Object
c9a0dbc3b273484daebaab74cd720f50.png,BW4Cockpit (Stammdaten)
9cb66edff5894fb68d10f6be2fb2282a.png,Query
75c02e02d8614acf935fda47224bc904.png,Excel
